"time (hrs)"	"OD600"	"strain"	"medium"	"biorep"	"techrep"
50.0016666666667	0.486	"aglB"	"CM_uracil"	"C"	1
50.5016666666667	0.474	"aglB"	"CM_uracil"	"C"	1
51.0016666666667	0.494	"aglB"	"CM_uracil"	"C"	1
51.5016666666667	0.512	"aglB"	"CM_uracil"	"C"	1
52.0016666666667	0.488	"aglB"	"CM_uracil"	"C"	1
52.5016666666667	0.499	"aglB"	"CM_uracil"	"C"	1
53.0016666666667	0.517	"aglB"	"CM_uracil"	"C"	1
53.5016666666667	0.516	"aglB"	"CM_uracil"	"C"	1
54.0016666666667	0.516	"aglB"	"CM_uracil"	"C"	1
54.5016666666667	0.524	"aglB"	"CM_uracil"	"C"	1
55.0016666666667	0.522	"aglB"	"CM_uracil"	"C"	1
55.5016666666667	0.614	"aglB"	"CM_uracil"	"C"	1
56.0016666666667	0.451	"aglB"	"CM_uracil"	"C"	1
56.5016666666667	0.544	"aglB"	"CM_uracil"	"C"	1
57.0016666666667	0.551	"aglB"	"CM_uracil"	"C"	1
57.5016666666667	0.515	"aglB"	"CM_uracil"	"C"	1
58.0016666666667	0.521	"aglB"	"CM_uracil"	"C"	1
58.5016666666667	0.529	"aglB"	"CM_uracil"	"C"	1
59.0016666666667	0.529	"aglB"	"CM_uracil"	"C"	1
59.5016666666667	0.55	"aglB"	"CM_uracil"	"C"	1
60.0016666666667	0.543	"aglB"	"CM_uracil"	"C"	1
60.5016666666667	0.542	"aglB"	"CM_uracil"	"C"	1
61.0016666666667	0.539	"aglB"	"CM_uracil"	"C"	1
61.5016666666667	0.559	"aglB"	"CM_uracil"	"C"	1
62.0016666666667	0.556	"aglB"	"CM_uracil"	"C"	1
62.5016666666667	0.545	"aglB"	"CM_uracil"	"C"	1
63.0016666666667	0.548	"aglB"	"CM_uracil"	"C"	1
63.5016666666667	0.547	"aglB"	"CM_uracil"	"C"	1
64.0016666666667	0.562	"aglB"	"CM_uracil"	"C"	1
64.5013888888889	0.552	"aglB"	"CM_uracil"	"C"	1
65.0016666666667	0.557	"aglB"	"CM_uracil"	"C"	1
65.5016666666667	0.571	"aglB"	"CM_uracil"	"C"	1
66.0016666666667	0.56	"aglB"	"CM_uracil"	"C"	1
66.5016666666667	0.565	"aglB"	"CM_uracil"	"C"	1
67.0016666666667	0.579	"aglB"	"CM_uracil"	"C"	1
67.5016666666667	0.556	"aglB"	"CM_uracil"	"C"	1
68.0016666666667	0.579	"aglB"	"CM_uracil"	"C"	1
68.5016666666667	0.544	"aglB"	"CM_uracil"	"C"	1
69.0016666666667	0.564	"aglB"	"CM_uracil"	"C"	1
69.5016666666667	0.569	"aglB"	"CM_uracil"	"C"	1
70.0016666666667	0.568	"aglB"	"CM_uracil"	"C"	1
70.5016666666667	0.573	"aglB"	"CM_uracil"	"C"	1
71.0016666666667	0.573	"aglB"	"CM_uracil"	"C"	1
71.5016666666667	0.577	"aglB"	"CM_uracil"	"C"	1
72.0016666666667	0.553	"aglB"	"CM_uracil"	"C"	1
72.5016666666667	0.571	"aglB"	"CM_uracil"	"C"	1
0	0.132	"aglB"	"CM_uracil"	"C"	2
0.501666666666667	0.147	"aglB"	"CM_uracil"	"C"	2
1.00166666666667	0.128	"aglB"	"CM_uracil"	"C"	2
1.50166666666667	0.146	"aglB"	"CM_uracil"	"C"	2
2.00166666666667	0.146	"aglB"	"CM_uracil"	"C"	2
2.50166666666667	0.142	"aglB"	"CM_uracil"	"C"	2
3.00166666666667	0.142	"aglB"	"CM_uracil"	"C"	2
3.50166666666667	0.15	"aglB"	"CM_uracil"	"C"	2
4.00166666666667	0.145	"aglB"	"CM_uracil"	"C"	2
4.50166666666667	0.135	"aglB"	"CM_uracil"	"C"	2
5.00166666666667	0.144	"aglB"	"CM_uracil"	"C"	2
5.50166666666667	0.14	"aglB"	"CM_uracil"	"C"	2
6.00166666666667	0.142	"aglB"	"CM_uracil"	"C"	2
6.50166666666667	0.158	"aglB"	"CM_uracil"	"C"	2
7.00166666666667	0.155	"aglB"	"CM_uracil"	"C"	2
7.50166666666667	0.152	"aglB"	"CM_uracil"	"C"	2
8.00166666666667	0.149	"aglB"	"CM_uracil"	"C"	2
8.50166666666667	0.148	"aglB"	"CM_uracil"	"C"	2
9.00166666666667	0.148	"aglB"	"CM_uracil"	"C"	2
9.50166666666667	0.156	"aglB"	"CM_uracil"	"C"	2
10.0016666666667	0.155	"aglB"	"CM_uracil"	"C"	2
10.5016666666667	0.161	"aglB"	"CM_uracil"	"C"	2
11.0016666666667	0.177	"aglB"	"CM_uracil"	"C"	2
11.5016666666667	0.154	"aglB"	"CM_uracil"	"C"	2
12.0016666666667	0.171	"aglB"	"CM_uracil"	"C"	2
12.5016666666667	0.165	"aglB"	"CM_uracil"	"C"	2
13.0016666666667	0.175	"aglB"	"CM_uracil"	"C"	2
13.5016666666667	0.177	"aglB"	"CM_uracil"	"C"	2
14.0016666666667	0.173	"aglB"	"CM_uracil"	"C"	2
14.5016666666667	0.185	"aglB"	"CM_uracil"	"C"	2
15.0016666666667	0.188	"aglB"	"CM_uracil"	"C"	2
15.5016666666667	0.198	"aglB"	"CM_uracil"	"C"	2
16.0016666666667	0.199	"aglB"	"CM_uracil"	"C"	2
16.5016666666667	0.188	"aglB"	"CM_uracil"	"C"	2
17.0016666666667	0.193	"aglB"	"CM_uracil"	"C"	2
17.5016666666667	0.192	"aglB"	"CM_uracil"	"C"	2
18.0016666666667	0.2	"aglB"	"CM_uracil"	"C"	2
18.5016666666667	0.225	"aglB"	"CM_uracil"	"C"	2
19.0016666666667	0.2	"aglB"	"CM_uracil"	"C"	2
19.5016666666667	0.209	"aglB"	"CM_uracil"	"C"	2
20.0016666666667	0.211	"aglB"	"CM_uracil"	"C"	2
20.5016666666667	0.217	"aglB"	"CM_uracil"	"C"	2
21.0016666666667	0.231	"aglB"	"CM_uracil"	"C"	2
21.5016666666667	0.229	"aglB"	"CM_uracil"	"C"	2
22.0016666666667	0.233	"aglB"	"CM_uracil"	"C"	2
22.5016666666667	0.233	"aglB"	"CM_uracil"	"C"	2
23.0016666666667	0.242	"aglB"	"CM_uracil"	"C"	2
23.5016666666667	0.248	"aglB"	"CM_uracil"	"C"	2
24.0016666666667	0.242	"aglB"	"CM_uracil"	"C"	2
24.5016666666667	0.242	"aglB"	"CM_uracil"	"C"	2
25.0016666666667	0.261	"aglB"	"CM_uracil"	"C"	2
25.5016666666667	0.252	"aglB"	"CM_uracil"	"C"	2
26.0016666666667	0.268	"aglB"	"CM_uracil"	"C"	2
26.5016666666667	0.275	"aglB"	"CM_uracil"	"C"	2
27.0016666666667	0.282	"aglB"	"CM_uracil"	"C"	2
27.5016666666667	0.285	"aglB"	"CM_uracil"	"C"	2
28.0016666666667	0.293	"aglB"	"CM_uracil"	"C"	2
28.5016666666667	0.305	"aglB"	"CM_uracil"	"C"	2
29.0016666666667	0.303	"aglB"	"CM_uracil"	"C"	2
29.5016666666667	0.3	"aglB"	"CM_uracil"	"C"	2
30.0016666666667	0.308	"aglB"	"CM_uracil"	"C"	2
30.5016666666667	0.323	"aglB"	"CM_uracil"	"C"	2
31.0016666666667	0.331	"aglB"	"CM_uracil"	"C"	2
31.5016666666667	0.33	"aglB"	"CM_uracil"	"C"	2
32.0016666666667	0.326	"aglB"	"CM_uracil"	"C"	2
32.5016666666667	0.343	"aglB"	"CM_uracil"	"C"	2
33.0016666666667	0.345	"aglB"	"CM_uracil"	"C"	2
33.5016666666667	0.355	"aglB"	"CM_uracil"	"C"	2
34.0016666666667	0.354	"aglB"	"CM_uracil"	"C"	2
34.5016666666667	0.362	"aglB"	"CM_uracil"	"C"	2
35.0016666666667	0.363	"aglB"	"CM_uracil"	"C"	2
35.5016666666667	0.368	"aglB"	"CM_uracil"	"C"	2
36.0016666666667	0.369	"aglB"	"CM_uracil"	"C"	2
36.5016666666667	0.393	"aglB"	"CM_uracil"	"C"	2
37.0016666666667	0.372	"aglB"	"CM_uracil"	"C"	2
37.5016666666667	0.401	"aglB"	"CM_uracil"	"C"	2
38.0016666666667	0.407	"aglB"	"CM_uracil"	"C"	2
38.5016666666667	0.403	"aglB"	"CM_uracil"	"C"	2
39.0016666666667	0.405	"aglB"	"CM_uracil"	"C"	2
39.5016666666667	0.414	"aglB"	"CM_uracil"	"C"	2
40.0016666666667	0.405	"aglB"	"CM_uracil"	"C"	2
40.5016666666667	0.421	"aglB"	"CM_uracil"	"C"	2
41.0016666666667	0.436	"aglB"	"CM_uracil"	"C"	2
41.5016666666667	0.421	"aglB"	"CM_uracil"	"C"	2
42.0016666666667	0.433	"aglB"	"CM_uracil"	"C"	2
42.5016666666667	0.449	"aglB"	"CM_uracil"	"C"	2
43.0016666666667	0.442	"aglB"	"CM_uracil"	"C"	2
43.5016666666667	0.449	"aglB"	"CM_uracil"	"C"	2
44.0016666666667	0.456	"aglB"	"CM_uracil"	"C"	2
44.5016666666667	0.466	"aglB"	"CM_uracil"	"C"	2
45.0016666666667	0.462	"aglB"	"CM_uracil"	"C"	2
45.5016666666667	0.467	"aglB"	"CM_uracil"	"C"	2
46.0016666666667	0.481	"aglB"	"CM_uracil"	"C"	2
46.5016666666667	0.47	"aglB"	"CM_uracil"	"C"	2
47.0016666666667	0.487	"aglB"	"CM_uracil"	"C"	2
47.5016666666667	0.513	"aglB"	"CM_uracil"	"C"	2
48.0016666666667	0.479	"aglB"	"CM_uracil"	"C"	2
48.5016666666667	0.543	"aglB"	"CM_uracil"	"C"	2
49.0016666666667	0.467	"aglB"	"CM_uracil"	"C"	2
49.5016666666667	0.496	"aglB"	"CM_uracil"	"C"	2
50.0016666666667	0.505	"aglB"	"CM_uracil"	"C"	2
50.5016666666667	0.493	"aglB"	"CM_uracil"	"C"	2
51.0016666666667	0.512	"aglB"	"CM_uracil"	"C"	2
51.5016666666667	0.53	"aglB"	"CM_uracil"	"C"	2
52.0016666666667	0.506	"aglB"	"CM_uracil"	"C"	2
52.5016666666667	0.517	"aglB"	"CM_uracil"	"C"	2
53.0016666666667	0.535	"aglB"	"CM_uracil"	"C"	2
53.5016666666667	0.533	"aglB"	"CM_uracil"	"C"	2
54.0016666666667	0.533	"aglB"	"CM_uracil"	"C"	2
54.5016666666667	0.541	"aglB"	"CM_uracil"	"C"	2
55.0016666666667	0.539	"aglB"	"CM_uracil"	"C"	2
55.5016666666667	0.63	"aglB"	"CM_uracil"	"C"	2
56.0016666666667	0.468	"aglB"	"CM_uracil"	"C"	2
56.5016666666667	0.56	"aglB"	"CM_uracil"	"C"	2
57.0016666666667	0.567	"aglB"	"CM_uracil"	"C"	2
57.5016666666667	0.531	"aglB"	"CM_uracil"	"C"	2
58.0016666666667	0.537	"aglB"	"CM_uracil"	"C"	2
58.5016666666667	0.544	"aglB"	"CM_uracil"	"C"	2
59.0016666666667	0.544	"aglB"	"CM_uracil"	"C"	2
59.5016666666667	0.565	"aglB"	"CM_uracil"	"C"	2
60.0016666666667	0.558	"aglB"	"CM_uracil"	"C"	2
60.5016666666667	0.557	"aglB"	"CM_uracil"	"C"	2
61.0016666666667	0.552	"aglB"	"CM_uracil"	"C"	2
61.5016666666667	0.573	"aglB"	"CM_uracil"	"C"	2
62.0016666666667	0.569	"aglB"	"CM_uracil"	"C"	2
62.5016666666667	0.558	"aglB"	"CM_uracil"	"C"	2
63.0016666666667	0.561	"aglB"	"CM_uracil"	"C"	2
63.5016666666667	0.56	"aglB"	"CM_uracil"	"C"	2
64.0016666666667	0.575	"aglB"	"CM_uracil"	"C"	2
64.5013888888889	0.564	"aglB"	"CM_uracil"	"C"	2
65.0016666666667	0.569	"aglB"	"CM_uracil"	"C"	2
65.5016666666667	0.583	"aglB"	"CM_uracil"	"C"	2
66.0016666666667	0.572	"aglB"	"CM_uracil"	"C"	2
66.5016666666667	0.576	"aglB"	"CM_uracil"	"C"	2
67.0016666666667	0.59	"aglB"	"CM_uracil"	"C"	2
67.5016666666667	0.568	"aglB"	"CM_uracil"	"C"	2
68.0016666666667	0.588	"aglB"	"CM_uracil"	"C"	2
68.5016666666667	0.554	"aglB"	"CM_uracil"	"C"	2
69.0016666666667	0.573	"aglB"	"CM_uracil"	"C"	2
69.5016666666667	0.578	"aglB"	"CM_uracil"	"C"	2
70.0016666666667	0.577	"aglB"	"CM_uracil"	"C"	2
70.5016666666667	0.582	"aglB"	"CM_uracil"	"C"	2
71.0016666666667	0.583	"aglB"	"CM_uracil"	"C"	2
71.5016666666667	0.585	"aglB"	"CM_uracil"	"C"	2
72.0016666666667	0.561	"aglB"	"CM_uracil"	"C"	2
72.5016666666667	0.579	"aglB"	"CM_uracil"	"C"	2
0	0.138	"aglB"	"CM_uracil"	"C"	3
0.501666666666667	0.153	"aglB"	"CM_uracil"	"C"	3
1.00166666666667	0.133	"aglB"	"CM_uracil"	"C"	3
1.50166666666667	0.152	"aglB"	"CM_uracil"	"C"	3
2.00166666666667	0.152	"aglB"	"CM_uracil"	"C"	3
2.50166666666667	0.149	"aglB"	"CM_uracil"	"C"	3
3.00166666666667	0.147	"aglB"	"CM_uracil"	"C"	3
3.50166666666667	0.159	"aglB"	"CM_uracil"	"C"	3
4.00166666666667	0.155	"aglB"	"CM_uracil"	"C"	3
4.50166666666667	0.141	"aglB"	"CM_uracil"	"C"	3
5.00166666666667	0.152	"aglB"	"CM_uracil"	"C"	3
5.50166666666667	0.146	"aglB"	"CM_uracil"	"C"	3
6.00166666666667	0.147	"aglB"	"CM_uracil"	"C"	3
6.50166666666667	0.167	"aglB"	"CM_uracil"	"C"	3
7.00166666666667	0.162	"aglB"	"CM_uracil"	"C"	3
7.50166666666667	0.159	"aglB"	"CM_uracil"	"C"	3
8.00166666666667	0.156	"aglB"	"CM_uracil"	"C"	3
8.50166666666667	0.155	"aglB"	"CM_uracil"	"C"	3
9.00166666666667	0.154	"aglB"	"CM_uracil"	"C"	3
9.50166666666667	0.164	"aglB"	"CM_uracil"	"C"	3
10.0016666666667	0.162	"aglB"	"CM_uracil"	"C"	3
10.5016666666667	0.17	"aglB"	"CM_uracil"	"C"	3
11.0016666666667	0.186	"aglB"	"CM_uracil"	"C"	3
11.5016666666667	0.164	"aglB"	"CM_uracil"	"C"	3
12.0016666666667	0.179	"aglB"	"CM_uracil"	"C"	3
12.5016666666667	0.173	"aglB"	"CM_uracil"	"C"	3
13.0016666666667	0.184	"aglB"	"CM_uracil"	"C"	3
13.5016666666667	0.187	"aglB"	"CM_uracil"	"C"	3
14.0016666666667	0.182	"aglB"	"CM_uracil"	"C"	3
14.5016666666667	0.196	"aglB"	"CM_uracil"	"C"	3
15.0016666666667	0.199	"aglB"	"CM_uracil"	"C"	3
15.5016666666667	0.207	"aglB"	"CM_uracil"	"C"	3
16.0016666666667	0.21	"aglB"	"CM_uracil"	"C"	3
16.5016666666667	0.199	"aglB"	"CM_uracil"	"C"	3
17.0016666666667	0.202	"aglB"	"CM_uracil"	"C"	3
17.5016666666667	0.202	"aglB"	"CM_uracil"	"C"	3
18.0016666666667	0.211	"aglB"	"CM_uracil"	"C"	3
18.5016666666667	0.238	"aglB"	"CM_uracil"	"C"	3
19.0016666666667	0.212	"aglB"	"CM_uracil"	"C"	3
19.5016666666667	0.22	"aglB"	"CM_uracil"	"C"	3
20.0016666666667	0.222	"aglB"	"CM_uracil"	"C"	3
20.5016666666667	0.228	"aglB"	"CM_uracil"	"C"	3
21.0016666666667	0.245	"aglB"	"CM_uracil"	"C"	3
21.5016666666667	0.241	"aglB"	"CM_uracil"	"C"	3
22.0016666666667	0.245	"aglB"	"CM_uracil"	"C"	3
22.5016666666667	0.244	"aglB"	"CM_uracil"	"C"	3
23.0016666666667	0.254	"aglB"	"CM_uracil"	"C"	3
23.5016666666667	0.261	"aglB"	"CM_uracil"	"C"	3
24.0016666666667	0.254	"aglB"	"CM_uracil"	"C"	3
24.5016666666667	0.254	"aglB"	"CM_uracil"	"C"	3
25.0016666666667	0.273	"aglB"	"CM_uracil"	"C"	3
25.5016666666667	0.265	"aglB"	"CM_uracil"	"C"	3
26.0016666666667	0.281	"aglB"	"CM_uracil"	"C"	3
26.5016666666667	0.289	"aglB"	"CM_uracil"	"C"	3
27.0016666666667	0.296	"aglB"	"CM_uracil"	"C"	3
27.5016666666667	0.3	"aglB"	"CM_uracil"	"C"	3
28.0016666666667	0.308	"aglB"	"CM_uracil"	"C"	3
28.5016666666667	0.32	"aglB"	"CM_uracil"	"C"	3
29.0016666666667	0.319	"aglB"	"CM_uracil"	"C"	3
29.5016666666667	0.314	"aglB"	"CM_uracil"	"C"	3
30.0016666666667	0.322	"aglB"	"CM_uracil"	"C"	3
30.5016666666667	0.339	"aglB"	"CM_uracil"	"C"	3
31.0016666666667	0.346	"aglB"	"CM_uracil"	"C"	3
31.5016666666667	0.345	"aglB"	"CM_uracil"	"C"	3
32.0016666666667	0.341	"aglB"	"CM_uracil"	"C"	3
32.5016666666667	0.358	"aglB"	"CM_uracil"	"C"	3
33.0016666666667	0.36	"aglB"	"CM_uracil"	"C"	3
33.5016666666667	0.369	"aglB"	"CM_uracil"	"C"	3
34.0016666666667	0.37	"aglB"	"CM_uracil"	"C"	3
34.5016666666667	0.376	"aglB"	"CM_uracil"	"C"	3
35.0016666666667	0.376	"aglB"	"CM_uracil"	"C"	3
35.5016666666667	0.382	"aglB"	"CM_uracil"	"C"	3
36.0016666666667	0.382	"aglB"	"CM_uracil"	"C"	3
36.5016666666667	0.408	"aglB"	"CM_uracil"	"C"	3
37.0016666666667	0.385	"aglB"	"CM_uracil"	"C"	3
37.5016666666667	0.415	"aglB"	"CM_uracil"	"C"	3
38.0016666666667	0.422	"aglB"	"CM_uracil"	"C"	3
38.5016666666667	0.418	"aglB"	"CM_uracil"	"C"	3
39.0016666666667	0.418	"aglB"	"CM_uracil"	"C"	3
39.5016666666667	0.428	"aglB"	"CM_uracil"	"C"	3
40.0016666666667	0.419	"aglB"	"CM_uracil"	"C"	3
40.5016666666667	0.435	"aglB"	"CM_uracil"	"C"	3
41.0016666666667	0.45	"aglB"	"CM_uracil"	"C"	3
41.5016666666667	0.436	"aglB"	"CM_uracil"	"C"	3
42.0016666666667	0.448	"aglB"	"CM_uracil"	"C"	3
42.5016666666667	0.464	"aglB"	"CM_uracil"	"C"	3
43.0016666666667	0.456	"aglB"	"CM_uracil"	"C"	3
43.5016666666667	0.464	"aglB"	"CM_uracil"	"C"	3
44.0016666666667	0.471	"aglB"	"CM_uracil"	"C"	3
44.5016666666667	0.482	"aglB"	"CM_uracil"	"C"	3
45.0016666666667	0.476	"aglB"	"CM_uracil"	"C"	3
45.5016666666667	0.481	"aglB"	"CM_uracil"	"C"	3
46.0016666666667	0.497	"aglB"	"CM_uracil"	"C"	3
46.5016666666667	0.484	"aglB"	"CM_uracil"	"C"	3
47.0016666666667	0.501	"aglB"	"CM_uracil"	"C"	3
47.5016666666667	0.526	"aglB"	"CM_uracil"	"C"	3
48.0016666666667	0.492	"aglB"	"CM_uracil"	"C"	3
48.5016666666667	0.557	"aglB"	"CM_uracil"	"C"	3
49.0016666666667	0.48	"aglB"	"CM_uracil"	"C"	3
49.5016666666667	0.51	"aglB"	"CM_uracil"	"C"	3
50.0016666666667	0.519	"aglB"	"CM_uracil"	"C"	3
50.5016666666667	0.506	"aglB"	"CM_uracil"	"C"	3
51.0016666666667	0.527	"aglB"	"CM_uracil"	"C"	3
51.5016666666667	0.543	"aglB"	"CM_uracil"	"C"	3
52.0016666666667	0.521	"aglB"	"CM_uracil"	"C"	3
52.5016666666667	0.531	"aglB"	"CM_uracil"	"C"	3
53.0016666666667	0.549	"aglB"	"CM_uracil"	"C"	3
53.5016666666667	0.546	"aglB"	"CM_uracil"	"C"	3
54.0016666666667	0.547	"aglB"	"CM_uracil"	"C"	3
54.5016666666667	0.555	"aglB"	"CM_uracil"	"C"	3
55.0016666666667	0.553	"aglB"	"CM_uracil"	"C"	3
55.5016666666667	0.646	"aglB"	"CM_uracil"	"C"	3
56.0016666666667	0.481	"aglB"	"CM_uracil"	"C"	3
56.5016666666667	0.573	"aglB"	"CM_uracil"	"C"	3
57.0016666666667	0.58	"aglB"	"CM_uracil"	"C"	3
57.5016666666667	0.545	"aglB"	"CM_uracil"	"C"	3
58.0016666666667	0.55	"aglB"	"CM_uracil"	"C"	3
58.5016666666667	0.557	"aglB"	"CM_uracil"	"C"	3
59.0016666666667	0.557	"aglB"	"CM_uracil"	"C"	3
59.5016666666667	0.578	"aglB"	"CM_uracil"	"C"	3
60.0016666666667	0.571	"aglB"	"CM_uracil"	"C"	3
60.5016666666667	0.568	"aglB"	"CM_uracil"	"C"	3
61.0016666666667	0.565	"aglB"	"CM_uracil"	"C"	3
61.5016666666667	0.586	"aglB"	"CM_uracil"	"C"	3
62.0016666666667	0.582	"aglB"	"CM_uracil"	"C"	3
62.5016666666667	0.569	"aglB"	"CM_uracil"	"C"	3
63.0016666666667	0.573	"aglB"	"CM_uracil"	"C"	3
63.5016666666667	0.572	"aglB"	"CM_uracil"	"C"	3
64.0016666666667	0.588	"aglB"	"CM_uracil"	"C"	3
64.5013888888889	0.575	"aglB"	"CM_uracil"	"C"	3
65.0016666666667	0.579	"aglB"	"CM_uracil"	"C"	3
65.5016666666667	0.594	"aglB"	"CM_uracil"	"C"	3
66.0016666666667	0.582	"aglB"	"CM_uracil"	"C"	3
66.5016666666667	0.587	"aglB"	"CM_uracil"	"C"	3
67.0016666666667	0.6	"aglB"	"CM_uracil"	"C"	3
67.5016666666667	0.579	"aglB"	"CM_uracil"	"C"	3
68.0016666666667	0.599	"aglB"	"CM_uracil"	"C"	3
68.5016666666667	0.564	"aglB"	"CM_uracil"	"C"	3
69.0016666666667	0.584	"aglB"	"CM_uracil"	"C"	3
69.5016666666667	0.589	"aglB"	"CM_uracil"	"C"	3
70.0016666666667	0.587	"aglB"	"CM_uracil"	"C"	3
70.5016666666667	0.593	"aglB"	"CM_uracil"	"C"	3
71.0016666666667	0.592	"aglB"	"CM_uracil"	"C"	3
71.5016666666667	0.595	"aglB"	"CM_uracil"	"C"	3
72.0016666666667	0.572	"aglB"	"CM_uracil"	"C"	3
72.5016666666667	0.589	"aglB"	"CM_uracil"	"C"	3
0	0.128	"ura3"	"CM_uracil"	"D"	1
0.501666666666667	0.143	"ura3"	"CM_uracil"	"D"	1
1.00166666666667	0.123	"ura3"	"CM_uracil"	"D"	1
1.50166666666667	0.141	"ura3"	"CM_uracil"	"D"	1
2.00166666666667	0.139	"ura3"	"CM_uracil"	"D"	1
2.50166666666667	0.135	"ura3"	"CM_uracil"	"D"	1
3.00166666666667	0.136	"ura3"	"CM_uracil"	"D"	1
3.50166666666667	0.142	"ura3"	"CM_uracil"	"D"	1
4.00166666666667	0.139	"ura3"	"CM_uracil"	"D"	1
4.50166666666667	0.127	"ura3"	"CM_uracil"	"D"	1
5.00166666666667	0.135	"ura3"	"CM_uracil"	"D"	1
5.50166666666667	0.13	"ura3"	"CM_uracil"	"D"	1
6.00166666666667	0.131	"ura3"	"CM_uracil"	"D"	1
6.50166666666667	0.149	"ura3"	"CM_uracil"	"D"	1
7.00166666666667	0.144	"ura3"	"CM_uracil"	"D"	1
7.50166666666667	0.146	"ura3"	"CM_uracil"	"D"	1
8.00166666666667	0.137	"ura3"	"CM_uracil"	"D"	1
8.50166666666667	0.134	"ura3"	"CM_uracil"	"D"	1
9.00166666666667	0.135	"ura3"	"CM_uracil"	"D"	1
9.50166666666667	0.145	"ura3"	"CM_uracil"	"D"	1
10.0016666666667	0.146	"ura3"	"CM_uracil"	"D"	1
10.5016666666667	0.146	"ura3"	"CM_uracil"	"D"	1
11.0016666666667	0.16	"ura3"	"CM_uracil"	"D"	1
11.5016666666667	0.139	"ura3"	"CM_uracil"	"D"	1
12.0016666666667	0.156	"ura3"	"CM_uracil"	"D"	1
12.5016666666667	0.151	"ura3"	"CM_uracil"	"D"	1
13.0016666666667	0.161	"ura3"	"CM_uracil"	"D"	1
13.5016666666667	0.16	"ura3"	"CM_uracil"	"D"	1
14.0016666666667	0.162	"ura3"	"CM_uracil"	"D"	1
14.5016666666667	0.17	"ura3"	"CM_uracil"	"D"	1
15.0016666666667	0.179	"ura3"	"CM_uracil"	"D"	1
15.5016666666667	0.189	"ura3"	"CM_uracil"	"D"	1
16.0016666666667	0.193	"ura3"	"CM_uracil"	"D"	1
16.5016666666667	0.179	"ura3"	"CM_uracil"	"D"	1
17.0016666666667	0.185	"ura3"	"CM_uracil"	"D"	1
17.5016666666667	0.187	"ura3"	"CM_uracil"	"D"	1
18.0016666666667	0.195	"ura3"	"CM_uracil"	"D"	1
18.5016666666667	0.221	"ura3"	"CM_uracil"	"D"	1
19.0016666666667	0.198	"ura3"	"CM_uracil"	"D"	1
19.5016666666667	0.211	"ura3"	"CM_uracil"	"D"	1
20.0016666666667	0.213	"ura3"	"CM_uracil"	"D"	1
20.5016666666667	0.224	"ura3"	"CM_uracil"	"D"	1
21.0016666666667	0.241	"ura3"	"CM_uracil"	"D"	1
21.5016666666667	0.239	"ura3"	"CM_uracil"	"D"	1
22.0016666666667	0.245	"ura3"	"CM_uracil"	"D"	1
22.5016666666667	0.249	"ura3"	"CM_uracil"	"D"	1
23.0016666666667	0.262	"ura3"	"CM_uracil"	"D"	1
23.5016666666667	0.269	"ura3"	"CM_uracil"	"D"	1
24.0016666666667	0.273	"ura3"	"CM_uracil"	"D"	1
24.5016666666667	0.275	"ura3"	"CM_uracil"	"D"	1
25.0016666666667	0.3	"ura3"	"CM_uracil"	"D"	1
25.5016666666667	0.297	"ura3"	"CM_uracil"	"D"	1
26.0016666666667	0.314	"ura3"	"CM_uracil"	"D"	1
26.5016666666667	0.329	"ura3"	"CM_uracil"	"D"	1
27.0016666666667	0.34	"ura3"	"CM_uracil"	"D"	1
27.5016666666667	0.35	"ura3"	"CM_uracil"	"D"	1
28.0016666666667	0.359	"ura3"	"CM_uracil"	"D"	1
28.5016666666667	0.377	"ura3"	"CM_uracil"	"D"	1
29.0016666666667	0.381	"ura3"	"CM_uracil"	"D"	1
29.5016666666667	0.382	"ura3"	"CM_uracil"	"D"	1
30.0016666666667	0.395	"ura3"	"CM_uracil"	"D"	1
30.5016666666667	0.414	"ura3"	"CM_uracil"	"D"	1
31.0016666666667	0.427	"ura3"	"CM_uracil"	"D"	1
31.5016666666667	0.431	"ura3"	"CM_uracil"	"D"	1
32.0016666666667	0.437	"ura3"	"CM_uracil"	"D"	1
32.5016666666667	0.457	"ura3"	"CM_uracil"	"D"	1
33.0016666666667	0.463	"ura3"	"CM_uracil"	"D"	1
33.5016666666667	0.479	"ura3"	"CM_uracil"	"D"	1
34.0016666666667	0.482	"ura3"	"CM_uracil"	"D"	1
34.5016666666667	0.493	"ura3"	"CM_uracil"	"D"	1
35.0016666666667	0.501	"ura3"	"CM_uracil"	"D"	1
35.5016666666667	0.51	"ura3"	"CM_uracil"	"D"	1
36.0016666666667	0.515	"ura3"	"CM_uracil"	"D"	1
36.5016666666667	0.539	"ura3"	"CM_uracil"	"D"	1
37.0016666666667	0.524	"ura3"	"CM_uracil"	"D"	1
37.5016666666667	0.553	"ura3"	"CM_uracil"	"D"	1
38.0016666666667	0.56	"ura3"	"CM_uracil"	"D"	1
38.5016666666667	0.557	"ura3"	"CM_uracil"	"D"	1
39.0016666666667	0.561	"ura3"	"CM_uracil"	"D"	1
39.5016666666667	0.572	"ura3"	"CM_uracil"	"D"	1
40.0016666666667	0.565	"ura3"	"CM_uracil"	"D"	1
40.5016666666667	0.583	"ura3"	"CM_uracil"	"D"	1
41.0016666666667	0.596	"ura3"	"CM_uracil"	"D"	1
41.5016666666667	0.584	"ura3"	"CM_uracil"	"D"	1
42.0016666666667	0.6	"ura3"	"CM_uracil"	"D"	1
